frm,height,pxW,cmW,gsdE,gsdT,predE(cm),predT(cm),errorE2,errorT2
612,85.28,74.03,174,2.779,2.848,205.72937,210.83744,1006.7529205968992,1356.9969857535991
613,85.28,61.39,174,2.779,2.848,170.60281,174.83872,11.540899896099965,0.7034512383999917
615,85.27,62.13,174,2.779,2.848,172.65927,176.94624,1.7975569329000207,8.680330137599935
616,85.27,60.620000000000005,174,2.779,2.848,168.46298000000002,172.64576,30.658590480399823,1.8339659776000117
618,85.27,70.935,174,2.779,2.848,197.128365,202.02288,534.9212675732251,785.2818034943992
621,85.26,71.65,174,2.778,2.848,199.04370000000003,204.0592,627.1869096900015,903.5555046400002
622,85.26,61.05,174,2.778,2.848,169.5969,173.8704,19.387289609999954,0.016796160000002745
623,85.26,72.54,174,2.778,2.848,201.51612000000003,206.59392,757.1368598544016,1062.3636209663998
629,85.24,62.615,174,2.778,2.847,173.94447,178.264905,0.003083580900000502,18.18941465902499
633,85.23,77.015,174,2.778,2.847,213.94767000000002,219.261705,1595.8163384289014,2048.6219395070257
634,85.23,65.45,174,2.778,2.847,181.8201,186.33615,61.153964009999946,152.1805968225001
636,85.23,73.46,174,2.778,2.847,204.07188,209.14061999999998,904.3179667343995,1234.8631739843988
639,85.21,63.03,174,2.777,2.846,175.03431,179.38338000000002,1.0697971761000102,28.98078022440018
642,85.21,72.22,174,2.777,2.846,200.55494000000002,205.53812,705.1648384036008,994.6530131343995
644,85.21,70.19,174,2.777,2.846,194.91763,199.76074,437.5472448169001,663.6157253475999
648,85.21,69.48,174,2.777,2.846,192.94596,197.74008,358.94940032160054,563.5913984064003
649,85.21,72.54,174,2.777,2.846,201.44358000000003,206.44884000000002,753.1500832164014,1052.927217345601
651,85.21,72.91,174,2.777,2.846,202.47107,207.50186,810.6018269448998,1122.3746234595997
654,85.21,60.03,174,2.777,2.846,166.70331000000002,170.84538,53.24168495609977,9.951627344399963
655,85.21,62.81,174,2.777,2.846,174.42337,178.75726,0.17924215690000472,22.63152270760002
662,85.22,69.52,174,2.777,2.846,193.05704,197.85392,363.1707735616,569.0094993663994
663,85.22,67.6,174,2.777,2.846,187.7252,192.3896,188.38111504000003,338.1773881600001
664,85.22,62.385,174,2.777,2.846,173.243145,177.54771,0.5728294910250025,12.586246244099964
665,85.22,66.045,174,2.777,2.846,183.406965,187.96407000000002,88.49099051122526,194.99525096490058
671,85.24,66.985,174,2.778,2.847,186.08433,190.70629499999998,146.03103154889985,279.10029262702443
673,85.24,63.86,174,2.778,2.847,177.40308,181.80942,11.580953486399922,60.98704073639983
675,85.25,63.45,174,2.778,2.847,176.2641,180.64215000000002,5.1261488100000605,44.1181566225002
676,85.25,62.25,174,2.778,2.847,172.9305,177.22575,1.1438302500000106,10.405463062500033
677,85.25,62.765,174,2.778,2.847,174.36117000000002,178.691955,0.13044376890001122,22.01444172202507
678,85.25,65.24,174,2.778,2.847,181.23672,185.73827999999997,52.37011635839987,137.7872173583994
680,85.28,68.515,174,2.779,2.848,190.403185,195.13072,269.06447814422523,446.50732771839984
681,85.28,75.95,174,2.779,2.848,211.06505,216.3056,1373.817931502501,1789.76379136
682,85.28,69.71,174,2.779,2.848,193.72409,198.53407999999996,389.0397263280996,601.921081446398
688,85.32,64.45,174,2.78,2.85,179.171,183.6825,26.73924099999992,93.75080625000008
689,85.32,63.36,174,2.78,2.85,176.14079999999998,180.576,4.583024639999934,43.24377599999991
693,85.36,65.41,174,2.782,2.851,181.97062,186.48390999999998,63.53078318439995,155.8480088880995
696,85.36,68.84,174,2.782,2.851,191.51288000000002,196.26284,306.70096589440084,495.6340448656005
