Frame,Height,pxDist,cmDist,gsdE,gsdT,predE,predT,errE2,errT2
68,23.4,237.98,174,0.786,0.781,187.05228,185.86238,170.3620131983999,140.71605926440003
69,23.4,226.98,174,0.786,0.781,178.40628,177.27138,19.415303438400084,10.701927104399958
70,23.38,223.98,174,0.785,0.78,175.8243,174.7044,3.3280704899999773,0.4961793599999896
71,23.38,242.98,174,0.785,0.78,190.7393,189.52439999999999,280.2041644899995,241.00699535999956
72,23.38,230.97,174,0.785,0.78,181.31145,180.1566,53.45730110250011,37.90372355999997
73,23.38,224.98,174,0.785,0.78,176.6093,175.4844,6.80844648999995,2.2034433599999814
74,23.38,221.0,174,0.785,0.78,173.485,172.38,0.26522499999998594,2.6244000000000147
75,23.38,220.96,174,0.785,0.78,173.45360000000002,172.3488,0.298552959999975,2.7264614399999627
76,23.38,225.99,174,0.785,0.78,177.40215,176.27220000000003,11.57462462250004,5.16289284000012
77,23.38,226.97,174,0.785,0.78,178.17145,177.0366,17.40099510249994,9.220939559999957
78,23.38,242.98,174,0.785,0.78,190.7393,189.52439999999999,280.2041644899995,241.00699535999956
79,23.38,226.98,174,0.785,0.78,178.1793,177.0444,17.4665484900001,9.268371359999975
80,23.38,224.99,174,0.785,0.78,176.61715,175.49220000000003,6.849474122500049,2.2266608400000756
81,23.38,238.98,174,0.785,0.78,187.5993,186.4044,184.94096048999998,153.86913936000025
82,23.36,223.96,174,0.785,0.78,175.8086,174.68880000000001,3.2710339600000458,0.4744454400000203
83,23.36,231.95,174,0.785,0.78,182.08075,180.921,65.29852056249992,47.900240999999895
84,23.36,222.98,174,0.785,0.78,175.0393,173.9244,1.0801444899999941,0.005715360000001292
85,23.36,239.99,174,0.785,0.78,188.39215000000002,187.1922,207.13398162250044,174.03414084000036
86,23.36,229.99,174,0.785,0.78,180.54215000000002,179.3922,42.79972662250027,29.075820840000027
87,23.36,219.98,174,0.785,0.78,172.6843,171.5844,1.7310664899999804,5.835123360000058
88,23.35,222.0,174,0.784,0.779,174.048,172.93800000000002,0.002304000000000175,1.1278439999999648
89,23.35,226.97,174,0.784,0.779,177.94448,176.80963,15.55892247039999,7.894020736899992
90,23.35,229.95,174,0.784,0.779,180.2808,179.13105,39.44844863999999,26.327674102499873
91,23.35,217.98,174,0.784,0.779,170.89632,169.80642,9.632829542399982,17.586113216399976
92,23.35,226.99,174,0.784,0.779,177.96016,176.82521000000003,15.682867225600015,7.981811544100152
93,23.35,228.99,174,0.784,0.779,179.52816,178.38321000000002,30.560552985600154,19.212529904100172
94,23.33,222.98,174,0.784,0.779,174.81632,173.70141999999998,0.6663783423999843,0.08915001640000919
95,23.33,241.98,174,0.784,0.779,189.71232,188.50242,246.87699978240016,210.32018585640003
96,23.33,224.98,174,0.784,0.779,176.38432,175.25942,5.6849818624000115,1.5861387364000146
97,23.33,240.98,174,0.784,0.779,188.92831999999999,187.72342,222.85473802239954,188.33225649640013
98,23.33,237.99,174,0.784,0.779,186.58416000000003,185.39421000000002,158.36108290560065,129.82802152410034
99,23.33,223.99,174,0.784,0.779,175.60816000000003,174.48821,2.586178585600085,0.23834900410000914
100,23.33,227.98,174,0.784,0.779,178.73632,177.59642,22.43272714240006,12.934236816399963
101,23.33,215.98,174,0.784,0.779,169.32832,168.24842,21.824594022400085,33.080672496399885
102,23.33,220.98,174,0.784,0.779,173.24832,172.14342,0.5650228223999898,3.44688929640003
103,23.33,215.98,174,0.784,0.779,169.32832,168.24842,21.824594022400085,33.080672496399885
104,23.33,216.98,174,0.784,0.779,170.11232,169.02742,15.114055782399914,24.726551856399936
105,23.33,217.97,174,0.784,0.779,170.88848000000002,169.79863,9.681556710399903,17.651509876899976
106,23.31,223.96,174,0.783,0.778,175.36068,174.24088,1.8514500624000056,0.05802317440000202
107,23.31,230.99,174,0.783,0.778,180.86517,179.71022000000002,47.13055912890009,32.60661244840024
108,23.31,223.98,174,0.783,0.778,175.37634,174.25644,1.8943117955999973,0.06576147359999886
109,23.31,244.98,174,0.783,0.778,191.81934,190.59444,317.52887803560037,275.37543891359974
110,23.31,227.99,174,0.783,0.778,178.51617000000002,177.37622000000002,20.39579146890015,11.39886148840012
111,23.31,227.0,174,0.783,0.778,177.741,176.606,13.995081000000104,6.791235999999971
112,23.29,239.98,174,0.783,0.777,187.90434,186.46446,193.33067083559973,155.36276309160007
113,23.29,231.99,174,0.783,0.777,181.64817000000002,180.25623000000002,58.49450434890033,39.140413812900206
114,23.29,217.98,174,0.783,0.777,170.67834,169.37046,11.033425155600057,21.432640611599922
115,23.29,225.99,174,0.783,0.777,176.95017,175.59423,8.703503028900084,2.5415692929000326
116,23.29,242.98,174,0.783,0.777,190.25334,188.79546,264.1710611556003,218.90563661159973
117,23.29,217.98,174,0.783,0.777,170.67834,169.37046,11.033425155600057,21.432640611599922
118,23.27,230.99,174,0.782,0.777,180.63418000000001,179.47923,44.0123442724002,30.021961392900014
119,23.27,225.98,174,0.782,0.777,176.71636,175.58646,7.378611649600048,2.5168553315999627
120,23.27,210.96,174,0.782,0.777,164.97072,163.91592,81.5278973184,101.6886694464
121,23.27,241.98,174,0.782,0.777,189.22836,188.01846,231.9029482896003,196.51722077160014
122,23.27,227.99,174,0.782,0.777,178.28818,177.14823,18.388487712400096,9.911352132900078
123,23.27,215.99,174,0.782,0.777,168.90418000000003,167.82423,25.967381472399744,38.1401350929
124,23.25,222.98,174,0.781,0.776,174.14738,173.03248,0.021720864399999495,0.9360949504000144
125,23.25,241.98,174,0.781,0.776,188.98638,187.77648,224.59158550439992,189.7914011903998
126,23.25,218.98,174,0.781,0.776,171.02338,169.92848,8.860266624399982,16.57727511039994
127,23.25,237.99,174,0.781,0.776,185.87019,184.68024000000003,140.9014106361002,114.06752645760056
128,23.25,241.99,174,0.781,0.776,188.99419,187.78424,224.8257337561001,190.0052723776003
129,23.25,216.99,174,0.781,0.776,169.46919000000003,168.38424,20.528239256099763,31.53676037759994
130,23.25,237.96,174,0.781,0.776,185.84676000000002,184.65696,140.3457224976004,113.57079644159995
131,23.25,225.99,174,0.781,0.776,176.49819000000002,175.36824000000001,6.240953276100112,1.8720806976000393
132,23.25,213.98,174,0.781,0.776,167.11838,166.04847999999998,47.356693824399976,63.22667031040026
133,23.25,244.98,174,0.781,0.776,191.32938,190.10448,300.30741118439954,259.35427607039986
134,23.25,226.99,174,0.781,0.776,177.27919,176.14424000000002,10.753087056099998,4.597765177600106
135,23.25,212.97,174,0.781,0.776,166.32957000000002,165.26472,58.83549638489972,76.3051166783998
136,23.24,223.97,174,0.781,0.776,174.92057,173.80072,0.8474491248999961,0.039712518399995005
137,23.24,226.99,174,0.781,0.776,177.27919,176.14424000000002,10.753087056099998,4.597765177600106
138,23.24,232.97,174,0.781,0.776,181.94957,180.78472,63.19566318489991,46.03242547839991
139,23.24,231.99,174,0.781,0.776,181.18419,180.02424000000002,51.61258595610001,36.291467577600244
140,23.24,231.99,174,0.781,0.776,181.18419,180.02424000000002,51.61258595610001,36.291467577600244
141,23.24,213.98,174,0.781,0.776,167.11838,166.04847999999998,47.356693824399976,63.22667031040026
142,23.23,227.99,174,0.781,0.775,178.06019,176.69225,16.485142836100046,7.248210062500007
143,23.23,244.98,174,0.781,0.775,191.32938,189.8595,300.30741118439954,251.52374024999992
144,23.23,228.97,174,0.781,0.775,178.82557,177.45175,23.28612582489999,11.914578062500029
145,23.23,237.99,174,0.781,0.775,185.87019,184.44225,140.9014106361002,109.04058506250003
146,23.23,223.99,174,0.781,0.775,174.93619,173.59225,0.8764517161000197,0.16626006249999425
147,23.23,232.96,174,0.781,0.775,181.94176000000002,180.544,63.07155189760026,42.823936000000145
148,23.22,221.98,174,0.78,0.775,173.1444,172.0345,0.7320513600000166,3.863190249999967
149,23.22,218.98,174,0.78,0.775,170.8044,169.7095,10.211859360000084,18.408390250000075
150,23.22,225.0,174,0.78,0.775,175.5,174.375,2.25,0.140625
151,23.22,220.0,174,0.78,0.775,171.6,170.5,5.760000000000027,12.25
152,23.22,221.98,174,0.78,0.775,173.1444,172.0345,0.7320513600000166,3.863190249999967
153,23.22,229.99,174,0.78,0.775,179.3922,178.24225,29.075820840000027,17.99668506250011
154,23.21,215.98,174,0.78,0.775,168.4644,167.3845,30.64286735999987,43.76484024999996
155,23.21,223.97,174,0.78,0.775,174.69660000000002,173.57675,0.4852515600000249,0.17914056249999655
156,23.21,230.99,174,0.78,0.775,180.1722,179.01725000000002,38.09605284000005,25.172797562500186
157,23.21,224.99,174,0.78,0.775,175.49220000000003,174.36725,2.2266608400000756,0.13487256250000934
158,23.21,222.98,174,0.78,0.775,173.9244,172.80949999999999,0.005715360000001292,1.4172902500000342
159,23.21,223.97,174,0.78,0.775,174.69660000000002,173.57675,0.4852515600000249,0.17914056249999655
160,23.2,233.99,174,0.78,0.774,182.5122,181.10826,72.45754884000011,50.52736022760002
161,23.2,239.97,174,0.78,0.774,187.1766,185.73678,173.6227875600002,137.75200476840024
162,23.2,222.99,174,0.78,0.774,173.93220000000002,172.59426000000002,0.00459683999999688,1.9761049475999444
163,23.2,222.98,174,0.78,0.774,173.9244,172.58652,0.005715360000001292,1.9979257103999795
164,23.2,226.99,174,0.78,0.774,177.0522,175.69026000000002,9.315924839999994,2.856978867600079
165,23.2,226.99,174,0.78,0.774,177.0522,175.69026000000002,9.315924839999994,2.856978867600079
166,23.19,231.97,174,0.779,0.774,180.70463,179.54478,44.95206343690012,30.744585248400032
167,23.19,223.99,174,0.779,0.774,174.48821,173.36826000000002,0.23834900410000914,0.39909542759997385
168,23.19,233.97,174,0.779,0.774,182.26263,181.09278,68.27105451690002,50.307528128400065
169,23.19,224.99,174,0.779,0.774,175.26721,174.14226000000002,1.6058211841000145,0.020237907600006145
170,23.19,226.99,174,0.779,0.774,176.82521000000003,175.69026000000002,7.981811544100152,2.856978867600079
171,23.19,227.96,174,0.779,0.774,177.58084000000002,176.44104000000002,12.822415105600166,5.9586762816000745
172,23.18,214.99,174,0.779,0.774,167.47721,166.40226,42.546789384099824,57.72565310759981
173,23.18,241.98,174,0.779,0.774,188.50242,187.29252,210.32018585640003,176.6910879503999
174,23.18,223.99,174,0.779,0.774,174.48821,173.36826000000002,0.23834900410000914,0.39909542759997385
175,23.18,221.98,174,0.779,0.774,172.92242,171.81252,1.1611786564000253,4.785068750399972
176,23.18,225.97,174,0.779,0.774,176.03063,174.90078,4.123458196900009,0.8114046083999954
177,23.18,238.99,174,0.779,0.774,186.17321,184.97826,148.1870417041003,120.52219262760013
178,23.18,224.99,174,0.779,0.774,175.26721,174.14226000000002,1.6058211841000145,0.020237907600006145
179,23.18,243.96,174,0.779,0.774,190.04484000000002,188.82504,257.4368906256007,219.78181100160003
180,23.18,220.97,174,0.779,0.774,172.13563,171.03078,3.4758754969000303,8.816267408400043
181,23.18,243.98,174,0.779,0.774,190.06042,188.84052,257.9370905763998,220.24103387039995
182,23.18,239.98,174,0.779,0.774,186.94442,185.74452,167.55800913640022,137.93375003039986
183,23.18,237.98,174,0.779,0.774,185.38642,184.19652,129.6505604163997,103.96902011039985
184,23.17,230.97,174,0.779,0.773,179.92563,178.53981000000002,35.11309089690015,20.609874836100154
185,23.17,247.97,174,0.779,0.773,193.16863,191.68081,367.4363760769003,312.6110422561003
186,23.17,221.98,174,0.779,0.773,172.92242,171.59054,1.1611786564000253,5.805497491599979
187,23.17,221.95,174,0.779,0.773,172.89905,171.56735,1.2120909025000257,5.917786022499977
188,23.17,238.98,174,0.779,0.773,186.16542,184.73154,147.99744377640027,115.1659507715999
189,23.17,221.98,174,0.779,0.773,172.92242,171.59054,1.1611786564000253,5.805497491599979
190,23.16,231.96,174,0.778,0.773,180.46488000000002,179.30508,41.794673414400286,28.14387380640004
191,23.16,224.97,174,0.778,0.773,175.02666,173.90181,1.0540307555999848,0.00964127609999769
192,23.16,247.97,174,0.778,0.773,192.92066,191.68081,357.9913748355999,312.6110422561003
193,23.16,232.97,174,0.778,0.773,181.25066,180.08581,52.57207043560015,37.03708335610011
194,23.16,239.98,174,0.778,0.773,186.70444,185.50454,161.40279571360014,132.3544406115998
195,23.16,242.98,174,0.778,0.773,189.03844,187.82354,226.15467763360024,191.09025813160022
196,23.16,218.98,174,0.778,0.773,170.36644,169.27154,13.202758273599917,22.358333971600118
197,23.16,230.99,174,0.778,0.773,179.71022000000002,178.55527,32.60661244840024,20.750484772900066
198,23.16,217.99,174,0.778,0.773,169.59622000000002,168.50627,19.393278288399852,30.181069312899993
199,23.16,232.96,174,0.778,0.773,181.24288,180.07808,52.4593106944002,36.943056486399996
200,23.16,228.99,174,0.778,0.773,178.15422,177.00927000000001,17.25754380840008,9.055705932900091
201,23.16,222.96,174,0.778,0.773,173.46288,172.34808,0.28849789439998647,2.7288396863999664
202,23.17,219.98,174,0.779,0.773,171.36442,170.04453999999998,6.946281936400023,15.64566381160013
203,23.17,232.97,174,0.779,0.773,181.48363,180.08581,56.004717976900075,37.03708335610011
204,23.17,215.99,174,0.779,0.773,168.25621,166.96027,32.99112356409989,49.55779847289988
205,23.17,224.0,174,0.779,0.773,174.496,173.15200000000002,0.24601600000000926,0.7191039999999742
206,23.17,229.98,174,0.779,0.773,179.15442,177.77454,26.56804553639987,14.247152211600014
207,23.17,247.97,174,0.779,0.773,193.16863,191.68081,367.4363760769003,312.6110422561003
208,23.18,228.99,174,0.779,0.774,178.38321000000002,177.23826000000003,19.212529904100172,10.486327827600164
209,23.18,225.97,174,0.779,0.774,176.03063,174.90078,4.123458196900009,0.8114046083999954
210,23.18,224.99,174,0.779,0.774,175.26721,174.14226000000002,1.6058211841000145,0.020237907600006145
211,23.18,214.98,174,0.779,0.774,167.46941999999999,166.39452,42.648475136400194,57.8433260304
212,23.18,224.96,174,0.779,0.774,175.24384,174.11904,1.5471379456000145,0.01417052160000297
213,23.18,236.98,174,0.779,0.774,184.60742,183.42252,112.5173590563998,88.78388315039984
214,23.19,232.95,174,0.779,0.774,181.46805,180.3033,55.77177080250008,39.73159089000009
215,23.19,240.98,174,0.779,0.774,187.72342,186.51852,188.33225649640013,156.71334299039987
216,23.19,243.98,174,0.779,0.774,190.06042,188.84052,257.9370905763998,220.24103387039995
217,23.19,227.96,174,0.779,0.774,177.58084000000002,176.44104000000002,12.822415105600166,5.9586762816000745
218,23.19,230.96,174,0.779,0.774,179.91784,178.76304000000002,35.020830265600146,22.68655004160017
219,23.19,228.96,174,0.779,0.774,178.35984000000002,177.21504000000002,19.00820482560017,10.336482201600104
220,23.2,231.96,174,0.78,0.774,180.92880000000002,179.53704000000002,48.00826944000033,30.658811961600207
221,23.2,236.98,174,0.78,0.774,184.8444,183.42252,117.60101136000016,88.78388315039984
222,23.2,238.98,174,0.78,0.774,186.4044,184.97052,153.86913936000025,120.35230907039985
223,23.2,224.98,174,0.78,0.774,175.4844,174.13452,2.2034433599999814,0.018095630400002442
224,23.2,213.97,174,0.78,0.774,166.8966,165.61278000000001,50.45829155999991,70.34545932839976
225,23.2,229.98,174,0.78,0.774,179.3844,178.00451999999999,28.991763359999993,16.03618043039988
226,23.21,217.96,174,0.78,0.775,170.0088,168.919,15.929677439999937,25.816560999999886
227,23.21,235.98,174,0.78,0.775,184.0644,182.8845,101.29214736000013,78.93434025000005
228,23.21,238.99,174,0.78,0.775,186.4122,185.21725,154.0627088400003,125.82669756250016
229,23.21,222.98,174,0.78,0.775,173.9244,172.80949999999999,0.005715360000001292,1.4172902500000342
230,23.21,222.98,174,0.78,0.775,173.9244,172.80949999999999,0.005715360000001292,1.4172902500000342
231,23.21,237.96,174,0.78,0.775,185.6088,184.419,134.76423744000004,108.55556100000024
232,23.22,224.97,174,0.78,0.775,175.47660000000002,174.35175,2.180347560000056,0.12372806250000688
233,23.22,216.97,174,0.78,0.775,169.2366,168.15175,22.689979559999905,34.202028062500084
234,23.22,223.97,174,0.78,0.775,174.69660000000002,173.57675,0.4852515600000249,0.17914056249999655
235,23.22,243.98,174,0.78,0.775,190.3044,189.0845,265.83345935999955,227.54214024999973
236,23.22,237.98,174,0.78,0.775,185.6244,184.43449999999999,135.1266753600002,108.8787902499997
237,23.22,235.99,174,0.78,0.775,184.0722,182.89225000000002,101.44921284000019,79.07211006250033
238,23.23,226.97,174,0.781,0.775,177.26357000000002,175.90175,10.650889144900102,3.616653062499972
239,23.23,231.96,174,0.781,0.775,181.16076,179.769,51.27648377760015,33.28136100000006
240,23.23,225.99,174,0.781,0.775,176.49819000000002,175.14225000000002,6.240953276100112,1.304735062500042
241,23.23,228.99,174,0.781,0.775,178.84119,177.46725,23.437120616100113,12.021822562500049
242,23.23,228.97,174,0.781,0.775,178.82557,177.45175,23.28612582489999,11.914578062500029
243,23.23,239.98,174,0.781,0.775,187.42437999999999,185.9845,180.2139783843996,143.62824024999992
244,23.24,236.98,174,0.781,0.776,185.08138,183.89648,122.79698270439991,97.94031639039994
245,23.24,224.97,174,0.781,0.776,175.70157,174.57672,2.8953404649000127,0.33260595839999374
246,23.24,229.98,174,0.781,0.776,179.61438,178.46448,31.521262784400125,19.931581670400078
247,23.24,241.98,174,0.781,0.776,188.98638,187.77648,224.59158550439992,189.7914011903998
248,23.24,242.98,174,0.781,0.776,189.76738,188.55248,248.61027206440008,211.77467415040007
249,23.24,215.97,174,0.781,0.776,168.67257,167.59272,28.38151040489992,41.05323699839982
250,23.24,224.99,174,0.781,0.776,175.71719000000002,174.59224,2.948741496100056,0.3507482176000046
251,23.24,238.98,174,0.781,0.776,186.64338,185.44848,159.8550578244002,131.06769431039976
252,23.24,244.97,174,0.781,0.776,191.32157,190.09672,300.0367872649003,259.10439475840013
253,23.24,230.96,174,0.781,0.776,180.37976,179.22496,40.70133765760006,27.300207001600103
254,23.24,219.97,174,0.781,0.776,171.79657,170.69672,4.855103764899988,10.911658758400005
255,23.24,244.98,174,0.781,0.776,191.32938,190.10448,300.30741118439954,259.35427607039986
256,23.25,238.95,174,0.781,0.776,186.61995,185.4252,159.26313800249972,130.53519503999976
257,23.25,218.98,174,0.781,0.776,171.02338,169.92848,8.860266624399982,16.57727511039994
258,23.25,216.98,174,0.781,0.776,169.46138,168.37648,20.59907150440008,31.62397719040015
259,23.25,222.96,174,0.781,0.776,174.13176,173.01696,0.01736069760000371,0.9663676415999771
260,23.25,226.99,174,0.781,0.776,177.27919,176.14424000000002,10.753087056099998,4.597765177600106
261,23.25,213.98,174,0.781,0.776,167.11838,166.04847999999998,47.356693824399976,63.22667031040026
262,23.25,221.96,174,0.781,0.776,173.35076,172.24096,0.4215125775999894,3.094221721599996
263,23.25,225.95,174,0.781,0.776,176.46695,175.3372,6.0858423024999855,1.7881038399999887
264,23.25,242.95,174,0.781,0.776,189.74394999999998,188.5292,247.87196160249948,211.0976526400001
265,23.25,224.99,174,0.781,0.776,175.71719000000002,174.59224,2.948741496100056,0.3507482176000046
266,23.25,215.96,174,0.781,0.776,168.66476,167.58496000000002,28.46478585759999,41.152738201599696
267,23.25,238.98,174,0.781,0.776,186.64338,185.44848,159.8550578244002,131.06769431039976
268,23.25,227.99,174,0.781,0.776,178.06019,176.92024,16.485142836100046,8.52780165760004
269,23.25,236.98,174,0.781,0.776,185.08138,183.89648,122.79698270439991,97.94031639039994
270,23.25,217.98,174,0.781,0.776,170.24238,169.15248,14.11970806440002,23.49845015040003
271,23.25,222.98,174,0.781,0.776,174.14738,173.03248,0.021720864399999495,0.9360949504000144
272,23.25,219.98,174,0.781,0.776,171.80438,170.70448,4.820747184399961,10.860452070400068
273,23.25,215.99,174,0.781,0.776,168.68819000000002,167.60824000000002,28.215325476099785,40.8545958975997
274,23.26,239.97,174,0.782,0.776,187.65654,186.21672,186.50108477160018,149.24824755840024
275,23.26,243.98,174,0.782,0.776,190.79236,189.32847999999998,281.9833543696001,234.96229911039953
276,23.26,220.98,174,0.782,0.776,172.80636,171.48048,1.4247764495999709,6.3479810304
277,23.26,239.98,174,0.782,0.776,187.66436,186.22448,186.71473420959967,149.4379112704
278,23.26,223.99,174,0.782,0.776,175.16018000000003,173.81624000000002,1.3460176324000588,0.03376773759999197
279,23.26,231.98,174,0.782,0.776,181.40836,180.01648,54.88379788959982,36.198031590400014
280,23.27,236.98,174,0.782,0.777,185.31836,184.13345999999999,128.10527308960027,102.6870115715997
281,23.27,231.97,174,0.782,0.777,181.40054,180.24069,54.767992291600095,38.946211676100006
282,23.27,240.97,174,0.782,0.777,188.43854000000002,187.23369,208.4714373316005,175.1305510160999
283,23.27,223.97,174,0.782,0.777,175.14454,174.02469,1.3099718116000145,0.0006095960999996322
284,23.27,223.98,174,0.782,0.777,175.15236,174.03246,1.327933569599971,0.001053651599999102
285,23.27,215.99,174,0.782,0.777,168.90418000000003,167.82423,25.967381472399744,38.1401350929
286,23.27,227.99,174,0.782,0.777,178.28818,177.14823,18.388487712400096,9.911352132900078
287,23.27,230.98,174,0.782,0.777,180.62636,179.47146,43.90864684960007,29.936874531600083
288,23.27,235.98,174,0.782,0.777,184.53636,183.35646,111.01488204960005,87.54334373159998
289,23.27,233.96,174,0.782,0.777,182.95672000000002,181.78692,80.22283315840033,60.63612308640014
290,23.27,221.97,174,0.782,0.777,173.58054,172.47069,0.17594669159998877,2.338789076100029
291,23.27,224.97,174,0.782,0.777,175.92654000000002,174.80169,3.7115563716000657,0.6427068561000124
292,23.28,236.98,174,0.782,0.777,185.31836,184.13345999999999,128.10527308960027,102.6870115715997
