Frame,Height,pxDist,cmDist,gsdE,gsdT,predE,predT,errE2,errT2
38,85.84,50.0,174,2.694,2.865,134.7,143.25,1544.490000000001,945.5625
39,85.85,71.0,174,2.695,2.865,191.345,203.41500000000002,300.849025,865.2422250000012
40,85.85,74.0,174,2.695,2.865,199.42999999999998,212.01000000000002,646.684899999999,1444.7601000000016
41,85.85,67.0,174,2.695,2.865,180.565,191.955,43.09922499999997,322.38202500000045
43,85.85,75.0,174,2.695,2.865,202.125,214.87500000000003,791.015625,1670.7656250000023
44,85.85,66.0,174,2.695,2.865,177.86999999999998,189.09,14.976899999999816,227.70810000000012
45,85.86,76.0,174,2.695,2.865,204.82,217.74,949.8723999999996,1913.1876000000009
46,85.86,68.0,174,2.695,2.865,183.26,194.82000000000002,85.74759999999984,433.4724000000009
47,85.86,65.0,174,2.695,2.865,175.17499999999998,186.22500000000002,1.38062499999996,149.45062500000054
50,85.86,63.0,174,2.695,2.865,169.785,180.495,17.766225000000027,42.18502500000006
52,85.87,53.0,174,2.695,2.866,142.83499999999998,151.898,971.2572250000013,488.49840400000016
53,85.87,63.0,174,2.695,2.866,169.785,180.558,17.766225000000027,43.0073639999999
56,85.87,57.0,174,2.695,2.866,153.61499999999998,163.362,415.5482250000008,113.16704400000012
57,85.89,76.0,174,2.696,2.866,204.89600000000002,217.816,954.5628160000009,1919.8418560000002
58,85.89,69.0,174,2.696,2.866,186.024,197.75400000000002,144.57657600000002,564.2525160000009
59,85.89,72.0,174,2.696,2.866,194.11200000000002,206.352,404.4925440000009,1046.6519040000003
61,85.89,53.0,174,2.696,2.866,142.888,151.898,967.9565439999997,488.49840400000016
62,85.89,70.0,174,2.696,2.866,188.72,200.62,216.67839999999995,708.6244000000003
64,85.9,70.0,174,2.696,2.867,188.72,200.69,216.67839999999995,712.3560999999999
66,85.9,76.0,174,2.696,2.867,204.89600000000002,217.892,954.5628160000009,1926.5076639999997
67,85.9,73.0,174,2.696,2.867,196.80800000000002,209.291,520.204864000001,1245.4546809999997
68,85.9,62.0,174,2.696,2.867,167.15200000000002,177.754,46.89510399999979,14.09251599999993
69,85.91,63.0,174,2.696,2.867,169.848,180.621,17.23910399999989,43.837641000000126
70,85.91,77.0,174,2.696,2.867,207.592,220.759,1128.422464000001,2186.4040809999988
74,85.91,70.0,174,2.696,2.867,188.72,200.69,216.67839999999995,712.3560999999999
76,85.9,60.0,174,2.696,2.867,161.76000000000002,172.02,149.81759999999952,3.9203999999999595
77,85.9,71.0,174,2.696,2.867,191.41600000000003,203.557,303.3170560000009,873.6162489999992
79,85.9,76.0,174,2.696,2.867,204.89600000000002,217.892,954.5628160000009,1926.5076639999997
81,85.9,72.0,174,2.696,2.867,194.11200000000002,206.424,404.4925440000009,1051.3157760000004
83,85.9,69.0,174,2.696,2.867,186.024,197.823,144.57657600000002,567.5353290000004
86,85.9,72.0,174,2.696,2.867,194.11200000000002,206.424,404.4925440000009,1051.3157760000004
87,85.89,66.0,174,2.696,2.866,177.936,189.156,15.492096000000055,229.70433600000018
88,85.89,53.0,174,2.696,2.866,142.888,151.898,967.9565439999997,488.49840400000016
89,85.89,75.0,174,2.696,2.866,202.20000000000002,214.95000000000002,795.2400000000009,1676.9025000000015
91,85.89,74.0,174,2.696,2.866,199.50400000000002,212.084,650.4540160000009,1450.3910560000002
92,85.89,60.0,174,2.696,2.866,161.76000000000002,171.96,149.81759999999952,4.161599999999967
93,85.89,60.0,174,2.696,2.866,161.76000000000002,171.96,149.81759999999952,4.161599999999967
94,85.89,64.0,174,2.696,2.866,172.544,183.424,2.1199359999999676,88.81177600000012
95,85.89,73.0,174,2.696,2.866,196.80800000000002,209.21800000000002,520.204864000001,1240.3075240000012
96,85.89,59.99,174,2.696,2.866,161.73304000000002,171.93134,150.4783076415996,4.279354195599976
97,85.89,74.99,174,2.696,2.866,202.17304,214.92134,793.7201828415992,1674.5560673955988
100,85.88,62.97,174,2.695,2.866,169.70415,180.47202000000001,18.454327222500012,41.88704288040019
102,85.88,76.93,174,2.695,2.866,207.32635000000002,220.48138000000003,1110.6456043225012,2160.5186867044026
106,85.88,62.84,174,2.695,2.866,169.3538,180.09944000000002,21.587174439999938,37.20316831360019
107,85.88,71.76,174,2.695,2.866,193.3932,205.66416,376.0962062400003,1002.6190285056006
108,85.88,65.72,174,2.695,2.866,177.1154,188.35352,9.705717159999962,206.0235363904001
109,85.88,65.64,174,2.695,2.866,176.8998,188.12424000000001,8.408840039999994,199.49415557760042
110,85.88,77.44,174,2.695,2.866,208.7008,221.94304,1204.1455206399992,2298.5350844416
111,85.87,64.47,174,2.695,2.866,173.74665,184.77102,0.06418622250000594,116.01487184039985
112,85.87,70.32,174,2.695,2.866,189.51239999999996,201.53712,240.63455375999865,758.2929778943993
114,85.87,67.15,174,2.695,2.866,180.96925000000002,192.45190000000002,48.57044556250023,340.47261361000085
116,85.87,68.9,174,2.695,2.866,185.6855,197.46740000000003,136.5509102499998,550.7188627600012
117,85.87,65.77,174,2.695,2.866,177.25015,188.49681999999999,10.56347502249994,210.15779011239957
118,85.87,61.76,174,2.695,2.866,166.4432,177.00416,57.10522624000015,9.024977305600078
119,85.87,70.48,174,2.695,2.866,189.9436,201.99568000000002,254.19838096000012,783.7580986624012
120,85.87,65.41,174,2.695,2.866,176.27994999999999,187.46506,5.198172002499933,181.30784080359985
122,85.87,74.92,174,2.695,2.866,201.9094,214.72072,778.9346083600003,1658.1770373184
123,85.87,72.81,174,2.695,2.866,196.22295,208.67346,493.85950670249986,1202.2488283716004
124,85.87,68.81,174,2.695,2.866,185.44295,197.20946,130.9411047024999,538.6790334916003
125,85.87,63.85,174,2.695,2.866,172.07575,182.9941,3.7027380625000026,80.89383481000006
126,85.87,70.4,174,2.695,2.866,189.728,201.76640000000003,247.36998400000027,770.9729689600018
128,85.87,65.27,174,2.695,2.866,175.90264999999997,187.06382,3.6200770224998697,170.66339299239982
131,85.86,51.44,174,2.695,2.865,138.6308,147.3756,1250.9803086400004,708.8586753600005
132,85.86,76.98,174,2.695,2.865,207.4611,220.54770000000002,1119.6452132099992,2166.688375290002
137,85.86,58.14,174,2.695,2.865,156.6873,166.5711,299.7295812900002,55.18855520999998
138,85.86,66.29,174,2.695,2.865,178.65155000000001,189.92085000000003,21.636917402500135,253.47346472250095
139,85.86,74.38,174,2.695,2.865,200.45409999999998,213.0987,699.8194068099991,1528.7083416900007
140,85.86,77.88,174,2.695,2.865,209.8866,223.1262,1287.848059559999,2413.3835264400013
141,85.85,73.0,174,2.695,2.865,196.73499999999999,209.145,516.8802249999993,1235.1710250000008
142,85.85,66.31,174,2.695,2.865,178.70544999999998,189.97815000000003,22.141259702499855,255.3012774225009
143,85.85,60.55,174,2.695,2.865,163.18224999999998,173.47575,117.02371506250039,0.27483806249999476
144,85.85,68.6,174,2.695,2.865,184.87699999999998,196.539,118.30912899999959,508.00652099999945
145,85.85,64.71,174,2.695,2.865,174.39344999999997,185.39415,0.15480290249997875,129.8266542224999
146,85.85,76.18,174,2.695,2.865,205.3051,218.25570000000005,980.0092860100007,1958.5669824900042
147,85.85,67.76,174,2.695,2.865,182.6132,194.13240000000002,74.1872142400001,405.31352976000073
148,85.85,60.33,174,2.695,2.865,162.58935,172.84545,130.20293342250008,1.332985702500001
149,85.85,53.69,174,2.695,2.865,144.69455,153.82185,858.8093997025004,407.1577374224995
150,85.85,68.91,174,2.695,2.865,185.71245,197.42715,137.18148500249976,548.8313571225005
152,85.85,75.23,174,2.695,2.865,202.74484999999999,215.53395000000003,826.2664015224991,1725.0690026025027
153,85.84,77.54,174,2.694,2.865,208.89276,222.15210000000005,1217.5047004176006,2318.6247344100047
154,85.84,67.61,174,2.694,2.865,182.14133999999999,193.70265,66.28141699559976,388.1944170225002
156,85.84,55.64,174,2.694,2.865,149.89416,159.4086,581.0915221056,212.9089539599998
157,85.84,74.41,174,2.694,2.865,200.46053999999998,213.18465,700.1601770915989,1535.4367956225003
159,85.83,52.49,174,2.694,2.864,141.40806,150.33136,1062.2345529635995,560.2045194496005
161,85.83,53.44,174,2.694,2.864,143.96735999999999,153.05216,901.9594653696009,438.8120006656006
163,85.83,66.46,174,2.694,2.864,179.04323999999997,190.34143999999998,25.434269697599685,267.04266127359926
164,85.83,66.15,174,2.694,2.864,178.2081,189.4536,17.708105610000015,238.81375295999982
165,85.83,73.16,174,2.694,2.864,197.09303999999997,209.53024,533.2884964415988,1262.3979544575993
166,85.83,63.69,174,2.694,2.864,171.58086,182.40815999999998,5.852238339599994,70.69715458559968
167,85.83,60.95,174,2.694,2.864,164.1993,174.5608,96.05372049000012,0.31449664000000044
169,85.83,70.72,174,2.694,2.864,190.51968,202.54208,272.8998273023998,814.6503307264
171,85.84,63.7,174,2.694,2.865,171.6078,182.50050000000002,5.722620840000012,72.25850025000028
173,85.84,55.12,174,2.694,2.865,148.49328,157.9188,650.5927651584001,258.6049934399999
174,85.84,77.5,174,2.694,2.865,208.785,222.03750000000002,1209.9962249999999,2307.601406250002
175,85.84,76.26,174,2.694,2.865,205.44444000000001,218.48490000000004,988.7528069136009,1978.9063280100033
176,85.84,56.85,174,2.694,2.865,153.1539,162.87525000000002,434.5598852100003,123.7600625624995
178,85.85,65.49,174,2.695,2.865,176.49554999999998,187.62885,6.227769802499901,185.7455523225
179,85.85,77.41,174,2.695,2.865,208.61995,221.77965,1198.5409380024992,2282.8949541225
180,85.85,67.56,174,2.695,2.865,182.0742,193.5594,65.19270563999984,382.5701283600004
182,85.85,65.07,174,2.695,2.865,175.36364999999998,186.42555,1.8595413224999413,154.39429280249968
183,85.84,59.35,174,2.694,2.865,159.8889,170.03775000000002,199.12314320999982,15.699425062499866
186,85.84,71.03,174,2.694,2.865,191.35482,203.50095000000002,301.18977723239965,870.306050902501
187,85.84,70.01,174,2.694,2.865,188.60694,200.57865000000004,213.36269616360025,706.4246358225021
188,85.84,67.95,174,2.694,2.865,183.0573,194.67675000000003,82.03468328999996,427.5279905625011
189,85.84,62.23,174,2.694,2.865,167.64762,178.28895,40.35273166440014,18.395092102499998
190,85.84,62.59,174,2.694,2.865,168.61746,179.32035000000002,28.971736851600063,28.3061241225002
191,85.84,64.26,174,2.694,2.865,173.11644,184.10490000000001,0.7806782735999798,102.1090040100003
192,85.84,73.89,174,2.694,2.865,199.05966,211.69485000000003,627.9865593156004,1420.9017165225023
193,85.84,63.83,174,2.694,2.865,171.95802,182.87295,4.16968232039998,78.72924170250005
194,85.84,73.14,174,2.694,2.865,197.03916,209.54610000000002,530.8028935056004,1263.5252252100017
195,85.84,63.84,174,2.694,2.865,171.98496,182.90160000000003,4.0603862015999965,79.23848256000053
197,85.84,67.65,174,2.694,2.865,182.2491,193.81725000000003,68.04765080999998,392.7233975625012
198,85.84,72.09,174,2.694,2.865,194.21046,206.53785000000002,408.46269341160047,1058.7116826225013
199,85.84,67.09,174,2.694,2.865,180.74046,192.21285000000003,45.433801011600174,331.70790512250113
201,85.83,62.42,174,2.694,2.864,168.15948,178.77088,34.111673870399976,22.761295974400053
202,85.83,70.72,174,2.694,2.864,190.51968,202.54208,272.8998273023998,814.6503307264
203,85.83,64.42,174,2.694,2.864,173.54748,184.49887999999999,0.2047743503999934,110.2264812543997
205,85.83,53.63,174,2.694,2.864,144.47922,153.59632,871.4764518084002,416.31015754240036
206,85.83,62.41,174,2.694,2.864,168.13253999999998,178.74223999999998,34.427086851600265,22.488840217599822
210,85.84,68.39,174,2.694,2.865,184.24266,195.93735,104.91208387560002,481.2473250225004
211,85.84,69.28,174,2.694,2.865,186.64032,198.48720000000003,159.77768970240007,599.6229638400015
212,85.84,73.0,174,2.694,2.865,196.662,209.145,513.5662440000003,1235.1710250000008
215,85.85,61.04,174,2.695,2.865,164.50279999999998,174.8796,90.19680784000039,0.7736961600000186
216,85.85,68.12,174,2.695,2.865,183.5834,195.16380000000004,91.84155556000023,447.9064304400016
217,85.85,67.93,174,2.695,2.865,183.07135,194.61945000000003,82.28939082249991,425.1617183025012
218,85.85,70.71,174,2.695,2.865,190.56344999999996,202.58415,274.3478759024987,817.0536312224997
219,85.84,71.26,174,2.694,2.865,191.97444000000002,204.15990000000002,323.0804933136006,909.6195680100013
220,85.84,58.82,174,2.694,2.865,158.46108,168.51930000000002,241.4580347663997,30.03807248999983
221,85.84,56.86,174,2.694,2.865,153.18084,162.90390000000002,433.43742310560043,123.12343520999953
222,85.84,64.15,174,2.694,2.865,172.82010000000002,183.78975000000003,1.3921640099999413,95.83920506250051
223,85.84,69.83,174,2.694,2.865,188.12202,200.06295,199.43144888039978,679.2773627025
224,85.84,60.82,174,2.694,2.865,163.84908,174.2493,103.04117684640028,0.062150490000002584
226,85.84,59.09,174,2.694,2.865,159.18846,169.29285000000002,219.38171717160023,22.157261122499854
227,85.84,54.17,174,2.694,2.865,145.93398,155.19705000000002,787.7014786404005,353.5509287024993
229,85.84,54.48,174,2.694,2.865,146.76912,156.08520000000001,741.5208255744008,320.9400590399995
231,85.84,60.02,174,2.694,2.865,161.69388,171.95730000000003,151.44058945439983,4.172623289999869
232,85.84,65.62,174,2.694,2.865,176.78028,188.00130000000001,7.729956878400026,196.03640169000042
233,85.84,63.79,174,2.694,2.865,171.85026,182.75835,4.621382067600036,76.70869472250013
234,85.84,65.03,174,2.694,2.865,175.19082,186.31095000000002,1.4180522724000053,151.55948990250047
238,85.85,59.47,174,2.695,2.865,160.27165,170.38155,188.46759372250017,13.09318040249997
242,85.85,55.1,174,2.695,2.865,148.4945,157.8615,650.5305302500007,260.45118224999976
244,85.84,62.12,174,2.694,2.865,167.35128,177.9738,44.20547763839996,15.79108644000009
247,85.84,65.08,174,2.694,2.865,175.32551999999998,186.45420000000001,1.7570032703999554,155.10709764000035
251,85.85,61.37,174,2.695,2.865,165.39215,175.82505,74.09508162250023,3.3308075025000163
254,85.85,65.17,174,2.695,2.865,175.63315,186.71205,2.667178922500002,161.59621520250013
255,85.87,64.62,174,2.695,2.866,174.1509,185.20092000000002,0.022770810000002153,125.46060884640056
256,85.87,62.28,174,2.695,2.866,167.84459999999999,178.49448,37.88894916000018,20.20035047040009
261,85.88,63.29,174,2.695,2.866,170.56654999999998,181.38914,11.78857890250015,54.599389939599966
262,85.88,65.36,174,2.695,2.866,176.1452,187.32176,4.601883039999951,177.46928949760033
263,85.88,65.14,174,2.695,2.866,175.5523,186.69124000000002,2.4096352900000078,161.06757273760056
268,85.89,68.95,174,2.696,2.866,185.88920000000002,197.6107,141.3530766400004,557.4651544900004
269,85.89,59.92,174,2.696,2.866,161.54432000000003,171.73072000000002,155.14396426239932,5.149631718399912
297,85.99,62.28,174,2.699,2.87,168.09372,178.74360000000001,34.88414343840011,22.50174096000014
302,85.99,59.97,174,2.699,2.87,161.85903,172.1139,147.40315254090024,3.557373209999996
305,86.01,56.86,174,2.699,2.87,153.46514,163.1882,421.6804752196004,116.89501924000011
308,86.01,66.56,174,2.699,2.87,179.64544,191.02720000000002,31.870992793600088,289.92553984000074
310,86.03,65.03,174,2.7,2.871,175.58100000000002,186.70113,2.4995610000000545,161.31870327690015
313,86.03,62.64,174,2.7,2.871,169.12800000000001,179.83944,23.73638399999986,34.099059513599954
317,86.05,66.95,174,2.701,2.872,180.83195,192.28040000000001,46.67554080250009,334.1730241600005
318,86.05,67.04,174,2.701,2.872,181.07504000000003,192.53888,50.05619100160042,343.69007165440024
322,86.07,69.0,174,2.701,2.872,186.369,198.168,152.99216099999998,584.0922240000003
324,86.07,55.4,174,2.701,2.872,149.6354,159.1088,593.6337331599998,221.74783743999993
325,86.07,68.47,174,2.701,2.872,184.93747,196.64584,119.6282500008998,512.8340693055997
326,86.07,57.7,174,2.701,2.872,155.8477,165.7144,329.5059952899999,68.6511673599998
328,86.09,63.12,174,2.702,2.873,170.55024,181.34376,11.900844057599985,53.93081093760004
329,86.09,65.87,174,2.702,2.873,177.98074,189.24451000000002,15.846290947599979,232.3950851401006
331,86.09,56.2,174,2.702,2.873,151.85240000000002,161.4626,490.51618575999925,157.18639875999978
333,86.11,58.43,174,2.702,2.874,157.87786,167.92782,259.92339817960004,36.87136995240004
336,86.11,67.33,174,2.702,2.874,181.92566,193.50642,62.8160864355999,380.5004212163997
337,86.11,61.84,174,2.702,2.874,167.09168,177.72816,47.72488522240005,13.89917698560002
341,86.12,64.65,174,2.703,2.874,174.74895,185.80410000000003,0.5609261025000116,139.3367768100008
346,86.13,61.19,174,2.703,2.874,165.39657,175.86006,74.01900776490005,3.459823203600016
348,86.13,66.89,174,2.703,2.874,180.80366999999998,192.24186,46.28992546889976,332.7654562596001
349,86.13,66.72,174,2.703,2.874,180.34416,191.75328000000002,40.24836610559985,315.1789507584006
351,86.14,62.32,174,2.703,2.875,168.45095999999998,179.17,30.791844921600212,26.72889999999987
353,86.14,67.56,174,2.703,2.875,182.61468,194.235,74.21271150239987,409.45522500000055
354,86.14,65.92,174,2.703,2.875,178.18176,189.52,17.487116697599976,240.87040000000033
356,86.14,59.67,174,2.703,2.875,161.28800999999999,171.55125,161.59468976010035,5.99637656249995
357,86.15,66.28,174,2.704,2.875,179.22112,190.555,27.260094054400138,274.0680250000002
359,86.15,70.85,174,2.704,2.875,191.5784,203.69375,309.00014655999956,881.7187890624997
361,86.15,63.79,174,2.704,2.875,172.48816000000002,183.39625,2.2856601855999337,88.28951406250017
362,86.15,62.58,174,2.704,2.875,169.21632,179.9175,22.883594342400038,35.01680624999988
363,86.15,54.8,174,2.704,2.875,148.1792,157.54999999999998,666.7137126399996,270.6025000000006
364,86.15,55.65,174,2.704,2.875,150.4776,159.99375,553.3033017600002,196.17503906249985
366,86.15,54.18,174,2.704,2.875,146.50272,155.7675,756.1004073983994,332.4240562499995
367,86.15,51.24,174,2.704,2.875,138.55296,147.315,1256.492644761599,712.0892250000002
368,86.15,66.01,174,2.704,2.875,178.49104000000003,189.77875,20.169440281600238,248.96895156250008
369,86.14,54.09,174,2.703,2.875,146.20527,155.50875000000002,772.5470157728993,341.92632656249924
370,86.14,68.96,174,2.703,2.875,186.39887999999996,198.26,153.73222525439908,588.5475999999995
371,86.14,72.61,174,2.703,2.875,196.26483,208.75375,495.72265492889954,1207.8231390624996
372,86.14,54.66,174,2.703,2.875,147.74597999999997,157.14749999999998,689.2735661604013,284.0067562500007
373,86.14,68.25,174,2.703,2.875,184.47975,196.21875,109.8251600624999,493.6728515625
375,86.14,74.53,174,2.703,2.875,201.45459,214.27375,753.7545120680998,1621.9749390625007
376,86.14,73.1,174,2.703,2.875,197.58929999999998,210.1625,556.4550744899991,1307.7264062499996
378,86.14,58.95,174,2.703,2.875,159.34185,169.48125000000002,214.86136142250018,20.419101562499847
379,86.14,73.9,174,2.703,2.875,199.7517,212.4625,663.15005289,1479.3639062500004
380,86.14,68.12,174,2.703,2.875,184.12836000000001,195.84500000000003,102.5836762896003,477.2040250000012
381,86.13,57.66,174,2.703,2.874,155.85497999999998,165.71484,329.2417508004006,68.64387622559984
382,86.13,62.84,174,2.703,2.874,169.85652,180.60216000000003,17.168426510400092,43.588516665600345
383,86.13,64.07,174,2.703,2.874,173.18120999999996,184.13718,0.6704170641000581,102.76241835240002
384,86.13,63.73,174,2.703,2.874,172.26218999999998,183.16002,3.019983596100085,83.90596640040005
385,86.13,66.8,174,2.703,2.874,180.5604,191.9832,43.03884815999983,323.3954822400004
386,86.13,67.9,174,2.703,2.874,183.5337,195.14460000000003,90.8914356900002,447.0941091600011
387,86.12,70.62,174,2.703,2.874,190.88586,202.96188,285.1322679396003,838.7904931344004
388,86.12,69.51,174,2.703,2.874,187.88553000000002,199.77174000000002,192.80794338090047,664.1825826276012
389,86.12,68.69,174,2.703,2.874,185.66906999999998,197.41506,136.16719466489945,548.2650348036005
390,86.12,51.73,174,2.703,2.874,139.82619,148.67202,1167.8492899161001,641.5065708803999
392,86.12,62.99,174,2.703,2.874,170.26197,181.03326,13.972868280900068,49.466746227600176
393,86.09,58.24,174,2.702,2.873,157.36448000000001,167.32352000000003,276.7405256703995,44.575385190399594
394,86.09,64.21,174,2.702,2.873,173.49541999999997,184.47532999999999,0.254600976400033,109.73253860889969
395,86.09,71.15,174,2.702,2.873,192.24730000000002,204.41395000000003,332.9639572900009,925.0083546025018
396,86.09,61.69,174,2.702,2.873,166.68637999999999,177.23537000000002,53.48903750440021,10.467619036900112
399,86.06,64.69,174,2.701,2.872,174.72769,185.78967999999998,0.5295327360999934,138.99655450239942
400,86.06,69.9,174,2.701,2.872,188.7999,200.7528,219.03704001000023,715.7123078400004
401,86.06,72.5,174,2.701,2.872,195.8225,208.22,476.2215062499996,1171.0084
402,86.06,75.86,174,2.701,2.872,204.89786,217.86991999999998,954.6777525796006,1924.5698808063983
403,86.06,51.0,174,2.701,2.872,137.751,146.47199999999998,1313.9900009999997,757.790784000001
404,86.06,63.29,174,2.701,2.872,170.94629,181.76888,9.32514476409997,60.35549645439993
406,86.03,73.69,174,2.7,2.871,198.963,211.56399,623.1513689999997,1411.0533447200992
407,86.03,64.51,174,2.7,2.871,174.17700000000002,185.20821,0.031329000000007406,125.62397140410019
408,86.03,62.29,174,2.7,2.871,168.18300000000002,178.83459,33.837488999999756,23.373260468099918
410,86.03,61.4,174,2.7,2.871,165.78,176.2794,67.56839999999998,5.195664360000044
411,86.01,57.59,174,2.699,2.87,155.43541,165.28330000000003,344.64400186810036,75.98085888999955
412,86.01,51.69,174,2.699,2.87,139.51130999999998,148.3503,1189.4697379161014,657.9071100899998
413,86.01,72.97,174,2.699,2.87,196.94602999999998,209.4239,526.520292760899,1254.8526912100003
414,86.01,63.19,174,2.699,2.87,170.54980999999998,181.3553,11.90381103610014,54.10043809
416,86.01,62.36,174,2.699,2.87,168.30964,178.9732,32.38019692959998,24.732718239999915
418,85.98,69.67,174,2.698,2.869,187.96966,199.88323000000003,195.15140051560013,669.9415952329014
419,85.98,73.55,174,2.698,2.869,198.43789999999998,211.01495,597.2109564099993,1370.1065235024998
420,85.98,54.26,174,2.698,2.869,146.39347999999998,155.67194,762.119946510401,335.91778336359977
421,85.98,69.98,174,2.698,2.869,188.80604,200.77262000000002,219.2188204815999,716.7731816644009
422,85.98,64.39,174,2.698,2.869,173.72422,184.73491,0.0760546083999986,115.23829270810029
423,85.95,61.05,174,2.698,2.868,164.7129,175.0914,86.25022641000018,1.1911539599999847
425,85.95,62.24,174,2.698,2.868,167.92352,178.50432,36.92360919040004,20.28889866240006
426,85.95,70.76,174,2.698,2.868,190.91048,202.93968,285.9643338304002,837.5050785024006
428,85.95,65.72,174,2.698,2.868,177.31256,188.48496,10.973053753599938,209.8140662016
429,85.93,61.25,174,2.697,2.868,165.19125,175.665,77.59407656250006,2.7722249999999735
430,85.93,58.65,174,2.697,2.868,158.17905,168.20819999999998,250.30245890250032,33.54494724000027
431,85.93,64.5,174,2.697,2.868,173.9565,184.986,0.0018922499999995252,120.69219599999978
433,85.93,71.47,174,2.697,2.868,192.75459,204.97596,351.7346460681003,959.5100979215991
434,85.93,65.0,174,2.697,2.868,175.305,186.42,1.7030250000000178,154.2563999999997
435,85.91,67.02,174,2.696,2.867,180.68592,192.14633999999998,44.701526246400135,329.2896553955993
436,85.91,59.64,174,2.696,2.867,160.78944,170.98788,174.51889551359966,9.072866894400061
437,85.91,59.85,174,2.696,2.867,161.3556,171.58995000000002,159.88085135999975,5.808341002499923
438,85.91,71.56,174,2.696,2.867,192.92576000000003,205.16252,358.18439157760093,971.1026527504
439,85.91,69.91,174,2.696,2.867,188.47736,200.43196999999998,209.59395256960013,698.6490380808989
440,85.91,61.23,174,2.696,2.867,165.07608,175.54640999999998,79.63634816640017,2.391383888099939
441,85.88,61.39,174,2.695,2.866,165.44604999999999,175.94374000000002,73.17006060250024,3.778125187600076
442,85.88,73.14,174,2.695,2.866,197.11229999999998,209.61924000000002,534.1784112899988,1268.7302581776014
443,85.88,62.67,174,2.695,2.866,168.89565,179.61222,26.05438892250011,31.497013328400087
445,85.88,71.68,174,2.695,2.866,193.1776,205.43488000000002,367.78034176000045,988.1516806144014
446,85.88,57.19,174,2.695,2.866,154.12705,163.90654,394.93414170250014,101.87793477159987
447,85.87,72.92,174,2.695,2.866,196.5194,208.98872,507.12337635999955,1224.2105272384001
448,85.87,67.2,174,2.695,2.866,181.10399999999998,192.5952,50.46681599999979,345.78146304000023
449,85.87,72.22,174,2.695,2.866,194.63289999999998,206.98252,425.7165624099991,1087.8466255503995
450,85.87,60.63,174,2.695,2.866,163.39785,173.76558,112.40558462249989,0.054952736400000035
451,85.87,75.42,174,2.695,2.866,203.2569,216.15372000000002,855.9661976100001,1776.9361098384018
452,85.87,56.84,174,2.695,2.866,153.1838,162.90344000000002,433.31418244000037,123.1336438335996
453,85.85,70.7,174,2.695,2.865,190.5365,202.55550000000002,273.4558322499997,815.4165802500013
454,85.85,70.76,174,2.695,2.865,190.6982,202.72740000000002,278.82988324000047,825.2635107600009
455,85.85,63.98,174,2.695,2.865,172.4261,183.30270000000002,2.477161210000028,86.54022729000029
456,85.85,64.05,174,2.695,2.865,172.61475,183.50325,1.9189175625000372,90.31176056250015
457,85.85,57.19,174,2.695,2.865,154.12705,163.84935000000002,394.93414170250014,103.03569542249969
459,85.83,63.31,174,2.694,2.864,170.55714,181.31984,11.853284979599973,53.58005762559999
460,85.83,67.31,174,2.694,2.864,181.33314000000001,192.77584,53.77494225960021,352.53216770559953
