Frame,Objects,Pre-processing Time,Inference Time,Post-processing Time
1,89,0.6854534149169922,60.625553131103516,2.6755332946777344
2,89,0.7808208465576172,50.79293251037598,2.8076171875
3,90,0.7762908935546875,51.69796943664551,2.7887821197509766
4,91,0.7283687591552734,50.501108169555664,2.771139144897461
5,92,0.7817745208740234,50.12011528015137,2.7816295623779297
6,93,0.7774829864501953,50.243377685546875,2.7806758880615234
7,94,0.7271766662597656,52.266836166381836,2.7849674224853516
8,97,0.7269382476806641,51.37014389038086,2.805948257446289
9,97,0.8153915405273438,50.925254821777344,2.996206283569336
10,97,0.7281303405761719,50.76241493225098,2.8412342071533203
11,96,0.7872581481933594,49.982547760009766,2.7506351470947266
12,97,0.7271766662597656,50.21476745605469,2.8123855590820312
13,98,0.7519721984863281,51.33318901062012,2.785921096801758
14,99,0.7357597351074219,50.878047943115234,2.771139144897461
15,99,0.7936954498291016,50.03023147583008,2.8581619262695312
16,101,0.7927417755126953,50.77672004699707,2.7980804443359375
17,103,0.7848739624023438,50.70233345031738,2.7649402618408203
18,102,0.7500648498535156,49.87287521362305,2.8417110443115234
19,104,0.7236003875732422,50.893306732177734,2.8095245361328125
20,105,0.7219314575195312,50.823211669921875,2.748250961303711
21,106,0.7967948913574219,50.14801025390625,2.784252166748047
22,107,0.736236572265625,50.65131187438965,2.8014183044433594
23,108,0.7219314575195312,50.99177360534668,2.870798110961914
24,109,0.7863044738769531,50.51279067993164,2.8400421142578125
25,108,0.7245540618896484,50.61602592468262,3.1778812408447266
26,107,0.7200241088867188,51.65362358093262,2.762317657470703
27,108,0.7815361022949219,50.9486198425293,2.7632713317871094
28,109,0.7307529449462891,51.09405517578125,2.7904510498046875
29,108,0.7238388061523438,50.58908462524414,2.770662307739258
30,110,0.782012939453125,50.255775451660156,2.7823448181152344
31,110,0.7219314575195312,50.14657974243164,2.746105194091797
32,114,0.7288455963134766,50.92120170593262,2.788543701171875
33,115,0.7956027984619141,49.89051818847656,2.8374195098876953
34,116,0.7262229919433594,50.60434341430664,2.757549285888672
35,116,0.7369518280029297,50.75383186340332,2.854585647583008
36,117,0.7848739624023438,50.21357536315918,2.836465835571289
37,117,0.7243156433105469,52.3524284362793,2.799510955810547
38,116,0.7791519165039062,51.926374435424805,3.125905990600586
39,119,0.7872581481933594,49.95560646057129,2.8297901153564453
40,120,0.7290840148925781,52.36649513244629,2.856731414794922
41,121,0.7798671722412109,50.68516731262207,2.7611255645751953
42,122,0.7312297821044922,50.75860023498535,2.7964115142822266
43,123,0.7970333099365234,52.56533622741699,2.862215042114258
44,123,0.7808208465576172,49.92389678955078,2.749919891357422
45,123,0.7257461547851562,51.25713348388672,2.7713775634765625
46,123,0.8041858673095703,50.64558982849121,2.7785301208496094
47,123,0.7703304290771484,50.14348030090332,2.7997493743896484
48,123,0.7538795471191406,50.58717727661133,2.767801284790039
49,123,0.7758140563964844,50.63986778259277,2.759218215942383
50,123,0.7262229919433594,50.25076866149902,2.789735794067383
51,122,0.7748603820800781,50.54140090942383,2.7794837951660156
52,123,0.7781982421875,50.545454025268555,2.814769744873047
53,123,0.7233619689941406,51.46288871765137,2.7985572814941406
54,124,0.7238388061523438,51.16581916809082,2.833127975463867
55,125,0.79345703125,50.41074752807617,2.840280532836914
56,125,0.7243156433105469,51.535606384277344,3.184080123901367
57,125,0.7884502410888672,51.69224739074707,2.7887821197509766
58,127,0.78582763671875,50.81319808959961,2.7761459350585938
59,126,0.7395744323730469,50.59027671813965,2.8014183044433594
60,127,0.7240772247314453,51.462650299072266,2.780437469482422
61,127,0.7834434509277344,50.26960372924805,2.797365188598633
62,127,0.7221698760986328,50.909996032714844,2.8603076934814453
63,127,0.7793903350830078,49.994468688964844,2.777099609375
64,127,0.7495880126953125,49.86929893493652,2.7582645416259766
65,129,0.7245540618896484,51.29432678222656,2.7904510498046875
66,129,0.7967948913574219,50.482988357543945,2.782583236694336
67,129,0.7219314575195312,51.21636390686035,2.8226375579833984
68,129,0.7321834564208984,50.57358741760254,2.887248992919922
69,130,0.7231235504150391,50.15850067138672,2.8035640716552734
70,130,0.7238388061523438,50.64201354980469,2.818584442138672
71,130,0.7739067077636719,49.94368553161621,2.7942657470703125
72,131,0.7224082946777344,50.99821090698242,2.78472900390625
73,131,0.7317066192626953,50.67181587219238,2.7751922607421875
74,131,0.7419586181640625,50.53853988647461,2.7713775634765625
75,131,0.7236003875732422,51.22709274291992,2.7985572814941406
76,130,0.8423328399658203,49.985647201538086,2.7921199798583984
77,129,0.7317066192626953,50.908803939819336,2.766847610473633
78,129,0.7812976837158203,50.595998764038086,2.780914306640625
79,130,0.7190704345703125,51.216840744018555,2.843141555786133
80,131,0.7798671722412109,50.40717124938965,2.8231143951416016
81,130,0.7195472717285156,50.18353462219238,3.4742355346679688
82,129,0.7283687591552734,50.820112228393555,2.8078556060791016
83,129,0.7886886596679688,49.9570369720459,2.778768539428711
84,133,0.8225440979003906,50.687313079833984,2.7742385864257812
85,133,0.7829666137695312,49.976348876953125,2.8467178344726562
86,134,0.7297992706298828,50.12392997741699,3.3750534057617188
87,134,0.7975101470947266,50.39191246032715,2.7725696563720703
88,134,0.7848739624023438,50.19235610961914,2.7451515197753906
89,134,0.7159709930419922,50.838470458984375,2.7501583099365234
90,137,0.7817745208740234,50.08554458618164,2.7437210083007812
91,138,0.7328987121582031,50.45962333679199,2.752542495727539
92,138,0.7867813110351562,49.97730255126953,2.7387142181396484
93,138,0.7779598236083984,52.021026611328125,2.5758743286132812
94,138,0.7810592651367188,50.971031188964844,2.7344226837158203
95,136,0.7200241088867188,51.15818977355957,2.7365684509277344
96,136,0.7238388061523438,51.216840744018555,2.742767333984375
