Frame,Objects,Pre-processing Time,Inference Time,Post-processing Time
1,29,0.6930828094482422,54.247140884399414,2.582073211669922
2,29,0.7894039154052734,51.82194709777832,2.681255340576172
3,31,0.732421875,51.717281341552734,2.632617950439453
4,31,0.7276535034179688,50.774335861206055,2.6242733001708984
5,35,0.7390975952148438,51.83696746826172,2.6383399963378906
6,35,0.7407665252685547,51.763057708740234,2.617359161376953
7,35,0.7338523864746094,51.007747650146484,2.640962600708008
8,35,0.7214546203613281,50.96888542175293,2.6292800903320312
9,35,0.7319450378417969,51.055192947387695,2.636432647705078
10,35,0.7283687591552734,52.02507972717285,2.6307106018066406
11,35,0.7333755493164062,51.73444747924805,2.6292800903320312
12,35,0.7307529449462891,50.69994926452637,2.630949020385742
13,35,0.7317066192626953,50.52661895751953,3.046751022338867
14,36,0.72479248046875,50.76479911804199,2.627849578857422
15,37,0.7338523864746094,50.844669342041016,2.6323795318603516
16,38,0.7443428039550781,50.28939247131348,2.61688232421875
17,41,0.7300376892089844,50.3232479095459,2.6192665100097656
18,41,0.7200241088867188,50.75883865356445,2.6175975799560547
19,41,0.7352828979492188,51.07760429382324,2.629518508911133
20,41,0.7386207580566406,50.520896911621094,2.633333206176758
21,41,0.7238388061523438,50.438642501831055,2.628803253173828
22,40,0.7681846618652344,50.592899322509766,2.615213394165039
23,40,0.7789134979248047,51.30720138549805,2.620697021484375
24,40,0.7734298706054688,50.88996887207031,2.6350021362304688
25,40,0.7822513580322266,50.48108100891113,2.6230812072753906
26,40,0.7801055908203125,50.74930191040039,2.627134323120117
27,40,0.78582763671875,51.25713348388672,2.6330947875976562
28,40,0.7822513580322266,50.78387260437012,2.623319625854492
29,40,0.7328987121582031,51.354408264160156,2.613067626953125
30,40,0.7205009460449219,51.40995979309082,2.613067626953125
31,40,0.7290840148925781,51.96070671081543,2.6137828826904297
32,40,0.7214546203613281,51.720380783081055,2.6154518127441406
33,41,0.7328987121582031,51.227569580078125,2.621173858642578
34,41,0.720977783203125,51.21207237243652,2.5985240936279297
35,41,0.7276535034179688,51.225900650024414,2.6175975799560547
36,41,0.7195472717285156,51.284074783325195,2.606630325317383
37,41,0.7257461547851562,51.860809326171875,2.6273727416992188
38,41,0.7171630859375,51.48720741271973,2.6056766510009766
39,41,0.7271766662597656,51.20849609375,2.630472183227539
40,41,0.7178783416748047,50.957679748535156,2.624988555908203
41,41,0.728607177734375,51.055908203125,2.6330947875976562
42,42,0.7200241088867188,51.48673057556152,2.6292800903320312
43,42,0.7274150848388672,52.03962326049805,2.6221275329589844
44,42,0.7128715515136719,51.99861526489258,2.6116371154785156
